id,title,address,city,views,age,ageYears,titleStyle,url
"6AlbmWmvwLw","1711 Crom St. Manteca, CA","1711 Crom St","Manteca","6","4 years ago","4","address-only","https://www.youtube.com/watch?v=6AlbmWmvwLw"
"FccCNz1yCEc","368 Burlington Dr. Tracy, CA","368 Burlington Dr","Tracy","28","4 years ago","4","address-only","https://www.youtube.com/watch?v=FccCNz1yCEc"
"r32jwgFaTBg","1729 Dalia Ln. Manteca, CA","1729 Dalia Ln","Manteca","13","4 years ago","4","address-only","https://www.youtube.com/watch?v=r32jwgFaTBg"
"Jk6CCdqe3RU","1652 Sephos St. Manteca, CA","1652 Sephos St","Manteca","24","4 years ago","4","address-only","https://www.youtube.com/watch?v=Jk6CCdqe3RU"
"yWpGrtSpy0E","1217 Tony Stuitt Ct. Tracy, CA","1217 Tony Stuitt Ct","Tracy","6","4 years ago","4","address-only","https://www.youtube.com/watch?v=yWpGrtSpy0E"
"JXEtLrBbsHE","65 McDermott Ave Mountain House, CA","65 McDermott Ave","Mountain House","22","4 years ago","4","address-only","https://www.youtube.com/watch?v=JXEtLrBbsHE"
"2WNRIuu62HQ","1948 Diamond Oak Way Manteca, CA","1948 Diamond Oak Way","Manteca","120","4 years ago","4","address-only","https://www.youtube.com/watch?v=2WNRIuu62HQ"
"FTPYm0m_zUs","688 W Corazon Way Mountain House, CA","688 W Corazon Way","Mountain House","14","4 years ago","4","address-only","https://www.youtube.com/watch?v=FTPYm0m_zUs"
"v3jBX8t_AD0","19 S Rio Rapido Dr. Mountain House, CA","19 S Rio Rapido Dr","Mountain House","12","4 years ago","4","address-only","https://www.youtube.com/watch?v=v3jBX8t_AD0"
"7E1CUPesWGg","233 Marie Ave. Manteca, CA","233 Marie Ave","Manteca","16","4 years ago","4","address-only","https://www.youtube.com/watch?v=7E1CUPesWGg"
"a9qC6YBOr_0","985 Sunnyside Ln Tracy, CA","985 Sunnyside Ln","Tracy","57","4 years ago","4","address-only","https://www.youtube.com/watch?v=a9qC6YBOr_0"
"ID4gA0JEgy4","Live at Ellis, Tracy, CA","","Tracy","772","5 years ago","5","other","https://www.youtube.com/watch?v=ID4gA0JEgy4"
"_lCvZ2vYcyo","27331 Fairoaks Rd. Tracy, CA","27331 Fairoaks Rd","Tracy","77","5 years ago","5","address-only","https://www.youtube.com/watch?v=_lCvZ2vYcyo"
"lyHre4NpC78","626 N San Marcos Dr. Mountain House, CA","626 N San Marcos Dr","Mountain House","39","5 years ago","5","address-only","https://www.youtube.com/watch?v=lyHre4NpC78"
"9hP4aOOkA9Y","165 Mount Eden Cir. Tracy, CA","165 Mount Eden Cir","Tracy","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=9hP4aOOkA9Y"
"d1UKjPpf_zk","1067 Marigold Pl. Manteca, CA","1067 Marigold Pl","Manteca","84","5 years ago","5","address-only","https://www.youtube.com/watch?v=d1UKjPpf_zk"
"OE7Yivayv5I","1940 Silverberry St. Tracy, CA","1940 Silverberry St","Tracy","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=OE7Yivayv5I"
"X77sBUHBT5A","2086 Macedo St. Manteca, CA","2086 Macedo St","Manteca","35","5 years ago","5","address-only","https://www.youtube.com/watch?v=X77sBUHBT5A"
"wceacNE7Hd4","352 Faulkner St. Mountain House, CA","352 Faulkner St","Mountain House","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=wceacNE7Hd4"
"iP-gsvX-0NU","245 W Arcadia St. Mountain House, CA","245 W Arcadia St","Mountain House","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=iP-gsvX-0NU"
"ZfHG45hSLHQ","413 Lasata Dr. Tracy, CA","413 Lasata Dr","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=ZfHG45hSLHQ"
"z8mdTZChAKw","2335 Beardsley Ave. Manteca, CA","2335 Beardsley Ave","Manteca","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=z8mdTZChAKw"
"-L_eoaY7ka4","625 Reed Ct. Ripon, CA","625 Reed Ct","Ripon","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=-L_eoaY7ka4"
"lB2PgAyAw38","1255 Eagle St. Tracy, CA","1255 Eagle St","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=lB2PgAyAw38"
"8ahYiioaj6c","280 Fox Meadow Ct. Tracy, CA","280 Fox Meadow Ct","Tracy","14","5 years ago","5","address-only","https://www.youtube.com/watch?v=8ahYiioaj6c"
"r3MXVze0NdI","1662 Chestnut Hill Dr. Manteca, CA","1662 Chestnut Hill Dr","Manteca","37","5 years ago","5","address-only","https://www.youtube.com/watch?v=r3MXVze0NdI"
"PmkbYOcdyEk","1569 Red Pheasant Ln. Manteca, CA","1569 Red Pheasant Ln","Manteca","62","5 years ago","5","address-only","https://www.youtube.com/watch?v=PmkbYOcdyEk"
"Sbq1pJWtUjE","2341 Shadow Berry Dr. Manteca, CA","2341 Shadow Berry Dr","Manteca","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=Sbq1pJWtUjE"
"x_jeZdMmyuY","1745 Reyes Ln. Tracy, CA","1745 Reyes Ln","Tracy","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=x_jeZdMmyuY"
"2Azm6iDAZIU","771 Traditions Ct. Tracy, CA","771 Traditions Ct","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=2Azm6iDAZIU"
"PaZyCPt7kR0","594 Presidio Pl. Tracy, CA","594 Presidio Pl","Tracy","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=PaZyCPt7kR0"
"8Xu92giDSuc","2511 Niobrara Ave. Stockton, CA","2511 Niobrara Ave","Stockton","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=8Xu92giDSuc"
"lHqRvTU5Exw","1835 Foxtail Way Tracy, CA","1835 Foxtail Way","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=lHqRvTU5Exw"
"x2BM_ywHwZw","785 Shelborne Dr. Tracy, CA","785 Shelborne Dr","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=x2BM_ywHwZw"
"vZldOhJTOiY","330 E Beverly Pl Tracy, CA","330 E Beverly Pl","Tracy","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=vZldOhJTOiY"
"B48dLBULbFY","1061 Hickory Hollow St Manteca, CA","1061 Hickory Hollow St","Manteca","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=B48dLBULbFY"
"irLIpRUcZoM","1555 Toy St Manteca, CA","1555 Toy St","Manteca","14","5 years ago","5","address-only","https://www.youtube.com/watch?v=irLIpRUcZoM"
"CxKSUtpmYYI","1408 Yorkshire Loop Tracy, CA","1408 Yorkshire Loop","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=CxKSUtpmYYI"
"eo4iOUs7eA4","1022 Acland Way Tracy, Ca","1022 Acland Way","Tracy","13","5 years ago","5","address-only","https://www.youtube.com/watch?v=eo4iOUs7eA4"
"c-bVB1xnVSI","719 Carnelian Ave. Lathrop, CA","719 Carnelian Ave","Lathrop","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=c-bVB1xnVSI"
"fTIlCt81YS4","2479 Gaines Ln Tracy, CA","2479 Gaines Ln","Tracy","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=fTIlCt81YS4"
"dIagtAtzip0","2109 Monique St Tracy, CA","2109 Monique St","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=dIagtAtzip0"
"7A85ZGqoe2Y","769 Ruess Rd. Ripon, CA","769 Ruess Rd","Ripon","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=7A85ZGqoe2Y"
"r_7oOHSSzNI","529 Bramblewood Ave, Lathrop CA","529 Bramblewood Ave","Lathrop","26","5 years ago","5","address-only","https://www.youtube.com/watch?v=r_7oOHSSzNI"
"yDoR2eTXlwg","1400 Renown Dr. Tracy, CA","1400 Renown Dr","Tracy","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=yDoR2eTXlwg"
"qqOqX0NtTA4","326 N Sierra Madre St. Mountain House, CA","326 N Sierra Madre St","Mountain House","46","5 years ago","5","address-only","https://www.youtube.com/watch?v=qqOqX0NtTA4"
"_7J2CAJtmKg","3708 Goyen Ct. Modesto, CA","3708 Goyen Ct","Modesto","105","5 years ago","5","address-only","https://www.youtube.com/watch?v=_7J2CAJtmKg"
"y3XBf5AjIXI","2689 Almanor Dr. Tracy, CA","2689 Almanor Dr","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=y3XBf5AjIXI"
"_PlP2uyFtHw","2359 Beardsley Ave. Manteca, CA","2359 Beardsley Ave","Manteca","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=_PlP2uyFtHw"
"4jUOACT0KGs","1850 Harvest Landing Ln. Tracy, CA","1850 Harvest Landing Ln","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=4jUOACT0KGs"
"iCRqh59ih3k","1925 W Kavanagh Ave. Tracy, CA","1925 W Kavanagh Ave","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=iCRqh59ih3k"
"Kz6LbnYmBQc","1826 Bankston Dr. Tracy, CA","1826 Bankston Dr","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=Kz6LbnYmBQc"
"pICINPmZRc0","812 Tannehill Dr. Manteca, CA","812 Tannehill Dr","Manteca","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=pICINPmZRc0"
"-gPjp4FVBQw","479 Cherry Ln Apt E Manteca, CA","479 Cherry Ln","Manteca","22","5 years ago","5","address-only","https://www.youtube.com/watch?v=-gPjp4FVBQw"
"57ieo1Pgp-0","747 Limestone Ave. Lathrop, CA","747 Limestone Ave","Lathrop","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=57ieo1Pgp-0"
"HAGVTBZo-6Y","135 Country Ct. Tracy, CA","135 Country Ct","Tracy","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=HAGVTBZo-6Y"
"gJ6cAPjyG1o","839 Winnipeg Ct. Tracy, CA","839 Winnipeg Ct","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=gJ6cAPjyG1o"
"BuDYhauP6vg","863 Darby Dr. Tracy, CA","863 Darby Dr","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=BuDYhauP6vg"
"y0MYiY1li9A","2934 Carreen Ct. Tracy, CA","2934 Carreen Ct","Tracy","108","5 years ago","5","address-only","https://www.youtube.com/watch?v=y0MYiY1li9A"
"-coqOCtmjqE","1480 Velasquez Ln. Tracy, CA","1480 Velasquez Ln","Tracy","18","5 years ago","5","address-only","https://www.youtube.com/watch?v=-coqOCtmjqE"
"DANOwK-1TSo","271 W Santa Clara Dr. Mountain House, CA","271 W Santa Clara Dr","Mountain House","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=DANOwK-1TSo"
"MKaa2WS6WnY","560 Fiero Pl. Manteca, CA","560 Fiero Pl","Manteca","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=MKaa2WS6WnY"
"oX1_he6_WgM","2128 Lara Ln. Tracy, CA","2128 Lara Ln","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=oX1_he6_WgM"
"rkwmOUcIX78","3273 Honeydew Ct. Tracy, CA","3273 Honeydew Ct","Tracy","11","5 years ago","5","address-only","https://www.youtube.com/watch?v=rkwmOUcIX78"
"qHPuPS0aIcI","539 Burk Place Mountain House, CA","539 Burk Place","Mountain House","20","5 years ago","5","address-only","https://www.youtube.com/watch?v=qHPuPS0aIcI"
"yABwKkshR8Y","463 N Alta Dena St. Mountain House, CA","463 N Alta Dena St","Mountain House","20","5 years ago","5","address-only","https://www.youtube.com/watch?v=yABwKkshR8Y"
"m85PLWEhIPc","1680 Treehaven Ln. Tracy, CA","1680 Treehaven Ln","Tracy","13","5 years ago","5","address-only","https://www.youtube.com/watch?v=m85PLWEhIPc"
"XIeMVsxJw2M","191 Thomsen Rd. Lathrop, CA","191 Thomsen Rd","Lathrop","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=XIeMVsxJw2M"
"WTB5Fkwf0ZA","1829 Foothill Vista Dr. Tracy, CA","1829 Foothill Vista Dr","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=WTB5Fkwf0ZA"
"Vf8CElvXkMI","428 N Walnut Ave, Tracy CA","428 N Walnut Ave","Tracy","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=Vf8CElvXkMI"
"fiWsQmjsjbg","28 Primrose Ct, Tracy CA","28 Primrose Ct","Tracy","26","5 years ago","5","address-only","https://www.youtube.com/watch?v=fiWsQmjsjbg"
"CV-9hFfUJqY","34760 Stearman Ct Tracy CA","34760 Stearman Ct","Tracy","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=CV-9hFfUJqY"
"px0-AXb9bxo","2482 Altoga Ave. Tracy, CA","2482 Altoga Ave","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=px0-AXb9bxo"
"DYmhLX66U-w","331 Clarence Bromell Ct. Tracy, CA","331 Clarence Bromell Ct","Tracy","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=DYmhLX66U-w"
"LhzNOmtmC5c","1823 Rochester St. Tracy, CA","1823 Rochester St","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=LhzNOmtmC5c"
"EXmY1WNcmIo","137 E Vernalis Rd. Tracy, CA","137 E Vernalis Rd","Tracy","29","5 years ago","5","address-only","https://www.youtube.com/watch?v=EXmY1WNcmIo"
"NyXsy7oMrq0","1387 Chestnut Hill Dr. Manteca, CA","1387 Chestnut Hill Dr","Manteca","142","5 years ago","5","address-only","https://www.youtube.com/watch?v=NyXsy7oMrq0"
"2r4oKGPQ0jk","271 W Saint Francis Ave. Mountain House, CA","271 W Saint Francis Ave","Mountain House","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=2r4oKGPQ0jk"
"0rLamxpWA6U","8914 Fairoaks Rd. Tracy, CA","8914 Fairoaks Rd","Tracy","98","5 years ago","5","address-only","https://www.youtube.com/watch?v=0rLamxpWA6U"
"sglU30mz1-s","1765 Foxwood Dr. Tracy, CA","1765 Foxwood Dr","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=sglU30mz1-s"
"x-INT7q58KA","2571 Edgebrook Ln. Manteca, CA","2571 Edgebrook Ln","Manteca","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=x-INT7q58KA"
"pTfHbys_6Iw","763 Katlin Ct. Tracy, CA","763 Katlin Ct","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=pTfHbys_6Iw"
"t9-k0ic699c","350 Jaeger St. Tracy, CA","350 Jaeger St","Tracy","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=t9-k0ic699c"
"hxWsyPlksJY","1887 Camellia Dr. Tracy, CA","1887 Camellia Dr","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=hxWsyPlksJY"
"jueIHUDsBZg","2914 Ferndown Ln. Tracy, CA","2914 Ferndown Ln","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=jueIHUDsBZg"
"vwkNWuuzkgk","652 W Sombra Way Mountain House, CA","652 W Sombra Way","Mountain House","78","5 years ago","5","address-only","https://www.youtube.com/watch?v=vwkNWuuzkgk"
"FUgtmM5DHoM","2834 Redbridge Rd. Tracy, CA","2834 Redbridge Rd","Tracy","458","5 years ago","5","address-only","https://www.youtube.com/watch?v=FUgtmM5DHoM"
"1nhyFeTZcIU","4328 Dalehurst Ln. Tracy, CA","4328 Dalehurst Ln","Tracy","16","5 years ago","5","address-only","https://www.youtube.com/watch?v=1nhyFeTZcIU"
"ZabTrCjG9uQ","1172 Hidden Meadow Pl. Manteca, CA","1172 Hidden Meadow Pl","Manteca","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=ZabTrCjG9uQ"
"znpcXqW-qoE","2181 Al Fonseca Ln. Manteca, CA","2181 Al Fonseca Ln","Manteca","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=znpcXqW-qoE"
"ptO0WncFwak","2634 Roseberry Ave Manteca, CA","2634 Roseberry Ave","Manteca","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=ptO0WncFwak"
"YWJvPft7x1k","1470 Rosy Dawn Ln. Manteca, CA","1470 Rosy Dawn Ln","Manteca","118","5 years ago","5","address-only","https://www.youtube.com/watch?v=YWJvPft7x1k"
"WhpnR5h-m8g","2700 Annette Ct. Tracy CA","2700 Annette Ct","Tracy","2000","5 years ago","5","address-only","https://www.youtube.com/watch?v=WhpnR5h-m8g"
"JqmFbwEnWvM","2689 Garazi Ct video","2689 Garazi Ct","Unknown","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=JqmFbwEnWvM"
"Kn8JKdjgPUM","467 Verda Ct Manteca, CA","467 Verda Ct","Manteca","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=Kn8JKdjgPUM"
"jo_Mx5npXYQ","2186 Lighthouse Circle Tracy, CA","2186 Lighthouse Circle","Tracy","47","5 years ago","5","address-only","https://www.youtube.com/watch?v=jo_Mx5npXYQ"
"pDnamHjxtGg","246 West 21st Street Tracy, CA","246 West 21st Street","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=pDnamHjxtGg"
"B6paTR4c06M","1751 Riverview Ave. Tracy, CA","1751 Riverview Ave","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=B6paTR4c06M"
"vesJWaa6WKM","1921 Columbia Court Tracy, CA","1921 Columbia Court","Tracy","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=vesJWaa6WKM"
"tVUw0bZj4y0","2109 Yellowstone Ave. Tracy, CA","2109 Yellowstone Ave","Tracy","59","5 years ago","5","address-only","https://www.youtube.com/watch?v=tVUw0bZj4y0"
"nzgtatzL-L0","3327 Patch Ln. Tracy, CA","3327 Patch Ln","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=nzgtatzL-L0"
"PXh-wD4ViSc","1660 Treehaven Ln. Tracy, CA","1660 Treehaven Ln","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=PXh-wD4ViSc"
"odZU-ck2blg","467 Helen Ave. Tracy, CA","467 Helen Ave","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=odZU-ck2blg"
"d9q_t4RsSzg","507 Belmont Ln. Tracy, CA","507 Belmont Ln","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=d9q_t4RsSzg"
"C-iHCF7fN78","2515 Mario Dr. Tracy, CA","2515 Mario Dr","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=C-iHCF7fN78"
"zQtmTxfd_ac","2005 Florentine Way Tracy, CA","2005 Florentine Way","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=zQtmTxfd_ac"
"aHzKHHlEzTE","301 W Conejo Ave. Mountain House, CA","301 W Conejo Ave","Mountain House","35","5 years ago","5","address-only","https://www.youtube.com/watch?v=aHzKHHlEzTE"
"J7JySvgFZZM","1675 Foxwood Dr. Manteca, CA","1675 Foxwood Dr","Manteca","6","5 years ago","5","address-only","https://www.youtube.com/watch?v=J7JySvgFZZM"
"Vkbd9PLxMVA","1585 Locust Dr. Tracy, CA","1585 Locust Dr","Tracy","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=Vkbd9PLxMVA"
"FyBk9jkOd1o","1701 Jackie Pl. Manteca, CA","1701 Jackie Pl","Manteca","14","5 years ago","5","address-only","https://www.youtube.com/watch?v=FyBk9jkOd1o"
"yE8ReWeYdGQ","865 Fieldstone Ct. Brentwood, CA","865 Fieldstone Ct","Brentwood","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=yE8ReWeYdGQ"
"arZHoBkj57s","517 Belmont Ln. Tracy, CA","517 Belmont Ln","Tracy","14","5 years ago","5","address-only","https://www.youtube.com/watch?v=arZHoBkj57s"
"TEWms9CUOgU","1246 Crossroads Ct. Tracy, CA","1246 Crossroads Ct","Tracy","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=TEWms9CUOgU"
"NUzbeX4EGkE","1675 Foxwood Dr. Tracy, CA","1675 Foxwood Dr","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=NUzbeX4EGkE"
"QkyJq_sPS2k","930 Dolores Ct. Tracy, CA","930 Dolores Ct","Tracy","25","5 years ago","5","address-only","https://www.youtube.com/watch?v=QkyJq_sPS2k"
"6tVq7FnxdiA","2100 Lotus Way Tracy, CA","2100 Lotus Way","Tracy","28","5 years ago","5","address-only","https://www.youtube.com/watch?v=6tVq7FnxdiA"
"vXEc82HfJtM","2575 Luna Ave. Tracy, CA","2575 Luna Ave","Tracy","28","5 years ago","5","address-only","https://www.youtube.com/watch?v=vXEc82HfJtM"
"yYviRe2b_h0","921 Storybook St. Manteca, CA","921 Storybook St","Manteca","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=yYviRe2b_h0"
"Q-WKxS8OG9o","4230 Perennial Pl. Tracy, CA","4230 Perennial Pl","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=Q-WKxS8OG9o"
"gPNNOlK0YNA","16869 Shady Mill Way Lathrop, CA","16869 Shady Mill Way","Lathrop","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=gPNNOlK0YNA"
"6x6mZV3w5Uk","402 W Piedmont Dr. Mountain House, CA","402 W Piedmont Dr","Mountain House","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=6x6mZV3w5Uk"
"5cjrhBLZFY8","142 Diego Ln. Tracy, CA","142 Diego Ln","Tracy","12","5 years ago","5","address-only","https://www.youtube.com/watch?v=5cjrhBLZFY8"
"EWKlH0fVqRY","1735 Foxwood Dr. Tracy, CA","1735 Foxwood Dr","Tracy","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=EWKlH0fVqRY"
"zLya92SJjGE","897 Trinity Ct. Tracy, CA","897 Trinity Ct","Tracy","43","5 years ago","5","address-only","https://www.youtube.com/watch?v=zLya92SJjGE"
"gNTsJyXPBT0","810 Ben Ingram Ln. Tracy, CA","810 Ben Ingram Ln","Tracy","45","5 years ago","5","address-only","https://www.youtube.com/watch?v=gNTsJyXPBT0"
"vkIfO0xRuHo","2490 Milano Ct. Manteca, CA","2490 Milano Ct","Manteca","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=vkIfO0xRuHo"
"iO2Q2xLfujQ","316 W Verano Way Mountain House, CA","316 W Verano Way","Mountain House","19","5 years ago","5","address-only","https://www.youtube.com/watch?v=iO2Q2xLfujQ"
"W0LmWmaZPJs","546 Glenbriar Cir. Tracy, CA","546 Glenbriar Cir","Tracy","32","5 years ago","5","address-only","https://www.youtube.com/watch?v=W0LmWmaZPJs"
"7LEXF5de98s","561 Carnaby Rd. Lathrop, CA","561 Carnaby Rd","Lathrop","15","5 years ago","5","address-only","https://www.youtube.com/watch?v=7LEXF5de98s"
"5SumKNfOqmY","1059 Harvest Mill Dr. Manteca, CA","1059 Harvest Mill Dr","Manteca","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=5SumKNfOqmY"
"GbP8_pkZ6pU","1246 Aincille St. Tracy, CA","1246 Aincille St","Tracy","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=GbP8_pkZ6pU"
"Lf5DpfEsGJQ","1351 Hepburn St. Tracy, CA","1351 Hepburn St","Tracy","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=Lf5DpfEsGJQ"
"nGfk7LcnDf0","1441 Baigorry St. Tracy, CA","1441 Baigorry St","Tracy","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=nGfk7LcnDf0"
"HOl1npF5vFk","1356 Eagle St. Tracy, CA","1356 Eagle St","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=HOl1npF5vFk"
"iFuBfruJo-o","23457 Currier Dr. Tracy, CA","23457 Currier Dr","Tracy","10","5 years ago","5","address-only","https://www.youtube.com/watch?v=iFuBfruJo-o"
"sdZ5QQ6T7JI","1518 Cindy Way Tracy, CA","1518 Cindy Way","Tracy","3","5 years ago","5","address-only","https://www.youtube.com/watch?v=sdZ5QQ6T7JI"
"3FHOQ6vQb_M","1510 De Barbieri Ct. Manteca, CA","1510 De Barbieri Ct","Manteca","136","5 years ago","5","address-only","https://www.youtube.com/watch?v=3FHOQ6vQb_M"
"A6a35hlR5KU","1618 Union Ln. Tracy, CA","1618 Union Ln","Tracy","7","5 years ago","5","address-only","https://www.youtube.com/watch?v=A6a35hlR5KU"
"Q1IJ2TqO1Z8","1630 Gardenia Ct. Tracy, CA","1630 Gardenia Ct","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=Q1IJ2TqO1Z8"
"scCEgRNUFQI","1651 Hurley Ct. Tracy, CA","1651 Hurley Ct","Tracy","2","5 years ago","5","address-only","https://www.youtube.com/watch?v=scCEgRNUFQI"
"lOC5tjKrrmk","1653 Cache Ave. Manteca, CA","1653 Cache Ave","Manteca","18","5 years ago","5","address-only","https://www.youtube.com/watch?v=lOC5tjKrrmk"
"Z71TBStqcKE","1679 Dove Dr.Tracy, CA","1679 Dove Dr","Tracy","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=Z71TBStqcKE"
"_gt9LOaUMOo","34678 Brichetto Ct. Tracy, CA","34678 Brichetto Ct","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=_gt9LOaUMOo"
"3f7uC6hKmTc","23015 Currier Dr. Tracy, CA","23015 Currier Dr","Tracy","22","5 years ago","5","address-only","https://www.youtube.com/watch?v=3f7uC6hKmTc"
"X12egij6Qag","8481Julie Lynne Cir. Tracy, CA","","Tracy","32","5 years ago","5","address-only","https://www.youtube.com/watch?v=X12egij6Qag"
"oPBIOYtp98M","8327 Park Pl. Tracy, CA","8327 Park Pl","Tracy","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=oPBIOYtp98M"
"XYhOXMRFHh0","8503 Waterwell Way Tracy, CA","8503 Waterwell Way","Tracy","137","5 years ago","5","address-only","https://www.youtube.com/watch?v=XYhOXMRFHh0"
"dVApLIc7hGo","6770 E Woodward Ave. Manteca, CA","6770 E Woodward Ave","Manteca","4","5 years ago","5","address-only","https://www.youtube.com/watch?v=dVApLIc7hGo"
"TkGjrfYKBbc","3192 Remington Way Tracy, CA","3192 Remington Way","Tracy","62","5 years ago","5","address-only","https://www.youtube.com/watch?v=TkGjrfYKBbc"
"ZxigZEoPCOg","3043 Remington Way Tracy, CA","3043 Remington Way","Tracy","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=ZxigZEoPCOg"
"1xu97OAYkWc","2775 Atlanta Dr. Tracy, CA","2775 Atlanta Dr","Tracy","5","5 years ago","5","address-only","https://www.youtube.com/watch?v=1xu97OAYkWc"
"DZce0gL8j94","2734 Roseberry Ave. Manteca, CA","2734 Roseberry Ave","Manteca","0","5 years ago","5","address-only","https://www.youtube.com/watch?v=DZce0gL8j94"
"7coChWnobME","2681 Bellchase Dr. Manteca CA, 95336","2681 Bellchase Dr","Manteca","1","5 years ago","5","address-only","https://www.youtube.com/watch?v=7coChWnobME"
"cwAq5HD4d9Y","2676 Green Haven Ct. Tracy, CA","2676 Green Haven Ct","Tracy","17","5 years ago","5","address-only","https://www.youtube.com/watch?v=cwAq5HD4d9Y"
"e_UHQUinbuA","2626 Roseberry Ave. Manteca, CA","2626 Roseberry Ave","Manteca","9","5 years ago","5","address-only","https://www.youtube.com/watch?v=e_UHQUinbuA"
"lulcDst8Tnc","2356 Degroot Ln. Manteca, CA","2356 Degroot Ln","Manteca","8","5 years ago","5","address-only","https://www.youtube.com/watch?v=lulcDst8Tnc"
